1
161.2849,59.8972,50.2442,169.8604
158.9737,55.5095,52.8993,172.0404
161.7872,54.7221,58.1302,171.2810
162.2055,54.4061,61.0196,170.8165
161.6628,55.0385,62.7133,170.1249
161.1940,55.9420,62.8586,168.1738
161.8459,56.4371,63.6306,166.4859
160.5866,54.4708,60.6617,168.5744
161.6414,55.9040,59.0984,168.1189
159.2519,54.5399,56.4379,167.5942
158.8517,56.2105,54.1197,167.4764
155.9402,55.0871,52.8891,166.2671
155.8134,55.8243,51.7811,165.9373
152.8714,54.5865,50.8658,164.3987
152.6557,54.4573,50.7056,163.8278
148.2103,54.2069,49.9837,161.7810
148.3608,53.9269,49.3278,161.6590
146.9776,51.5441,48.9900,162.5239
147.0496,50.6325,48.8533,163.3800
144.9219,50.7017,49.4160,163.0354
144.0145,51.0169,49.5399,162.8817
145.2323,52.7278,50.3910,161.4037
145.5621,53.7153,50.8255,160.6631
146.8799,54.9455,52.5335,159.4818
147.1028,54.9326,54.5667,159.0537
146.9254,56.0001,56.3116,157.9845
146.2800,56.8090,57.9303,156.8768
142.7452,58.6759,55.4248,154.0522
145.0428,60.5096,53.5528,152.2197
143.2685,61.0096,51.2479,150.1326
144.7400,59.9451,49.9499,150.2490
143.3093,62.1994,49.7127,148.9412
143.3790,61.8880,49.3284,148.1455
140.1516,63.1592,50.7002,146.0444
139.8389,63.6363,51.5024,145.6280
136.8988,63.6956,54.1090,144.5418
136.2425,64.1105,55.7025,143.8609
132.3385,64.1739,57.3539,142.0847
131.5709,63.7986,59.8556,141.1570
129.5193,67.8603,61.5219,137.9185
128.0381,67.1907,63.1065,136.6493
128.6438,67.0038,64.1019,136.1383
127.4676,67.5003,64.7729,135.4676
131.0201,68.1552,63.0714,135.6404
130.7663,68.6824,62.2090,135.2812
132.1117,70.9179,60.7461,135.2885
131.3901,72.6456,59.9047,134.8811
137.2444,72.1248,56.2143,136.8155
139.0010,71.5668,54.2186,137.5598
141.4753,69.7861,54.1061,137.6006
142.3658,70.3256,54.0073,137.4292
145.9203,70.1403,56.1498,137.5138
144.2544,69.5042,58.6851,137.2538
145.6559,68.5032,60.8496,138.5914
145.5109,67.7579,62.6325,140.5871
147.8614,68.1411,65.5378,141.7885
147.1021,70.0819,67.4684,142.9310
148.6558,67.3609,69.1131,144.6220
149.5604,67.3758,70.2912,146.7700
153.7935,67.4437,71.6618,148.5846
153.4152,67.8565,72.8855,149.6705
156.5170,66.3183,74.8183,151.5236
158.2469,66.2746,75.5547,152.7028
158.8506,65.9046,77.3873,153.0845
159.7001,65.5467,78.3045,153.4014
160.7832,66.6917,79.0808,153.5378
162.1938,67.4447,79.2434,153.7120
166.0066,66.5616,79.2927,154.9054
167.9202,66.3972,79.3384,156.2531
171.5260,64.4631,79.0771,159.0181
173.0788,64.5024,78.9476,161.3103
174.1712,63.4923,81.5154,162.9112
173.7445,64.0458,83.5917,164.0177
180.0322,63.3723,83.7414,163.8937
180.8431,63.7741,83.8956,164.7540
191.1269,61.8687,81.9351,166.2355
192.2697,61.9989,81.1918,167.9415
202.0443,60.3113,78.8016,167.9445
204.0396,58.8730,77.4391,168.8261
208.8705,56.5123,74.6652,170.8239
209.7228,54.4455,74.1824,171.6544
213.5591,51.8250,73.3553,173.6601
212.4760,54.6576,73.5337,173.6337
212.7255,50.5242,70.2655,176.2227
214.2514,47.7775,68.5674,176.9779
215.7332,44.4995,66.9769,179.1397
215.1878,43.4746,65.9664,179.7715
215.1699,42.5058,66.1418,179.1626
215.6111,42.8797,65.7873,178.2601
215.4611,47.9534,64.8798,177.1390
213.6986,47.4189,65.3334,175.8613
210.5171,52.5702,67.5931,173.0848
209.2543,54.7787,67.8946,171.7704
208.2007,62.7263,68.8882,168.1341
206.7582,63.4808,68.9020,166.4633
201.2769,68.6010,73.5157,162.3720
199.1415,71.5912,76.0269,158.1357
193.6128,76.6096,79.0962,152.9814
188.3455,79.0218,82.3441,149.9280
181.1799,87.9977,88.0157,142.3489
176.1121,90.3866,92.1253,138.1180
186.3181,90.5162,92.3335,135.3156
182.3580,93.6138,91.4613,132.5911
180.4305,98.0036,90.5425,130.0931
181.9014,100.7282,90.5820,127.2500
182.4049,100.5573,90.2624,124.7153
182.4986,102.7972,89.5766,123.1274
184.4129,102.8165,89.3057,121.8242
186.1760,102.9002,88.1368,120.6731
185.5874,103.3773,86.6011,118.9496
188.0045,99.7565,84.8779,119.4036
190.6328,98.7065,83.3327,121.0200
191.6051,97.9710,84.3725,120.5735
195.3239,96.3461,84.7793,119.2094
202.6512,92.0299,80.0111,123.6273
206.8354,89.7097,81.5031,123.3501
206.3932,89.1032,82.6759,124.4103
206.2081,85.6326,82.3181,123.9638
201.5981,85.5415,83.4528,122.9287
193.6605,83.1375,83.3143,124.4890
184.3032,82.7469,84.2765,121.2597
164.3920,68.2540,83.4490,119.3562
158.8641,60.6509,78.2150,125.4956
155.7669,49.2806,72.6650,130.6126
153.9083,37.1385,70.7177,132.5423
151.8979,28.4262,71.3114,133.8205
151.7606,25.4018,71.4261,134.0554
150.3412,27.4275,70.8868,134.9112
146.8119,24.9348,69.5555,134.4825
142.4144,20.6291,70.0712,135.6427
143.1187,17.4945,68.5052,137.5586
143.6469,13.0977,68.4524,138.3071
145.3306,15.7959,68.0694,140.4614
147.2866,21.3354,65.3503,139.5326
150.5383,21.2169,64.1895,138.9012
155.9567,21.6533,63.2925,140.4828
163.4172,24.5175,59.1688,142.5583
169.8476,32.4244,60.1319,141.8469
174.9777,40.0451,61.1457,141.2512
180.2526,49.9597,60.2927,138.1256
187.8101,62.8513,59.8470,135.3266
196.4566,69.3015,61.0267,134.4998
205.3977,75.2247,60.1574,135.5725
213.3882,74.5879,59.7270,135.5371
219.4323,79.9135,60.0270,134.4287
223.7048,79.2092,61.6719,133.2037
226.9734,79.3058,63.9968,131.8308
230.7249,80.2753,64.8339,130.7038
234.0925,80.8211,64.3195,129.1829
239.4512,82.0749,65.0990,125.8982
242.9982,83.2923,66.2678,123.9362
246.3770,83.9358,67.3808,122.3728
246.5431,83.1120,68.4095,121.0782
244.4109,83.0026,67.9787,121.3887
242.2735,82.2423,66.9689,122.3576
240.4827,80.7163,65.9478,123.4381
238.8823,79.4537,64.3883,125.0456
239.2686,79.6744,63.9048,125.4680
239.3043,81.1042,63.3322,126.0307
239.1537,80.8985,62.9367,126.9462
236.8681,79.4379,63.8783,126.1007
236.0357,78.7344,65.3022,125.5983
231.2775,79.5273,67.5255,124.5483
229.2610,77.4180,67.6729,125.8572
225.6021,75.8597,66.4897,128.4027
220.0008,71.6164,65.1679,131.5570
211.9718,69.7902,65.1827,134.1005
206.2315,66.8141,65.4153,138.8630
198.6816,64.4052,67.0731,143.1218
189.9519,62.4859,69.1000,146.0497
181.5634,61.2285,69.4913,149.9286
179.5643,59.2994,68.3770,153.5869
178.1113,59.2407,67.0918,155.2848
176.3685,60.4734,65.7925,157.1380
176.8506,59.7894,64.1558,159.3215
174.4206,62.2798,64.9984,157.7606
172.8071,65.4663,64.9867,155.9064
172.5036,68.0050,67.1145,155.2128
171.3504,70.4218,69.5858,153.8789
171.2203,74.5612,72.2168,151.2772
169.3537,77.2830,74.6900,149.0192
167.9745,81.5139,76.5858,147.7085
166.2740,86.4653,78.1198,146.0336
164.5784,88.8143,78.5902,144.9958
165.5100,90.3867,78.6488,143.7523
164.3670,90.7289,79.1857,142.6100
157.7549,93.1619,84.4611,138.4493
167.3888,92.1923,85.8005,137.3098
176.4637,90.8087,86.3021,136.7426
183.4348,90.7997,86.7142,136.5700
174.7073,91.8361,93.8839,129.4821
166.6830,97.6383,99.2278,128.1199
167.8276,99.5399,104.3314,124.6634
170.9198,97.4887,104.1407,124.2789
174.3526,95.0212,102.0997,124.9475
178.4642,94.2559,98.2350,129.1862
177.5774,91.0956,97.1870,130.3294
178.6304,90.2393,96.7579,130.6561
178.6170,89.6031,95.4645,130.3003
177.5537,90.9778,95.6069,129.8433
177.5136,91.9430,95.7601,129.3426
177.8978,92.0081,96.0430,129.5177
180.8795,91.4574,98.2414,130.2065
179.9105,92.5453,100.2909,130.7293
181.3542,91.2028,103.5367,131.3464
180.7688,90.5116,106.5632,132.0704
180.4020,91.0640,111.4981,133.5395
178.6879,91.7404,117.3539,135.2495
180.4424,93.0593,122.4579,136.4394
180.6600,91.2886,126.2222,138.9933
181.2183,89.0681,129.0608,141.2234
178.0733,90.6857,132.0010,141.6980
178.6406,88.1797,133.3606,143.2982
181.6848,82.5383,132.3233,145.9943
185.0529,82.7563,130.9976,147.2106
189.5932,77.0240,128.1324,149.7569
192.6226,74.9530,125.2979,149.7804
195.5911,71.6457,120.3348,149.2711
196.2060,70.2175,114.7370,149.3025
196.7162,69.6762,109.3611,148.8308
197.2612,67.9522,105.9189,145.9911
196.3103,66.2357,103.8018,143.1741
201.2228,63.7872,90.4993,150.5902
207.7207,60.2682,80.9513,155.3511
211.8487,58.1525,73.9728,157.9603
216.8867,58.5499,69.6190,158.2395
220.7169,61.1630,67.0494,156.8187
224.1273,63.1666,66.3058,154.8137
226.8786,66.3013,68.4289,150.7333
228.4832,65.1360,69.4476,150.5077
226.8685,64.3494,70.3496,149.9170
224.2115,66.0397,70.2727,149.8546
223.0569,67.5445,70.4876,148.3410
222.3094,67.8807,71.1320,147.3961
223.4987,68.8133,71.7382,146.1477
213.5729,67.0862,72.5650,143.4639
215.8753,70.8204,73.1732,142.1653
219.6447,73.4920,73.5516,140.3569
223.0495,76.0788,75.8887,138.1098
222.2080,80.6770,78.9152,135.1038
221.6308,84.4336,80.7116,132.7983
218.7918,84.3767,82.5248,131.7778
218.9138,86.1890,82.6586,131.9307
217.7020,86.4380,83.6003,132.6913
215.1462,88.5901,84.4246,133.1800
213.2049,85.1699,85.0197,135.6998
211.0198,83.7134,88.3383,137.3836
209.8759,87.3769,91.8606,137.4578
208.7222,87.7065,93.7993,138.2633
204.7678,89.1998,95.4661,138.8676
205.4646,88.2188,94.9220,139.4319
202.3661,85.3614,94.2878,141.0263
197.8597,83.4541,93.4425,141.9180
199.0833,80.3423,92.5835,142.6153
196.1503,79.5094,92.1400,142.7386
196.7289,80.9552,90.4580,143.0117
194.5378,77.5640,87.8089,145.2372
191.6634,74.3249,86.1148,146.7599
193.6259,71.5008,82.4110,150.2289
194.1093,69.1365,79.1094,152.4852
194.3475,66.0966,75.4730,155.1889
187.6588,62.5563,75.9493,154.0725
186.4875,59.1574,74.7751,156.2515
183.9905,59.9526,74.5087,155.4557
184.0097,61.6135,73.6069,156.9025
186.3113,59.8652,71.5670,160.2965
187.5364,59.1704,71.5808,161.8274
188.7116,56.7724,69.6605,164.0525
190.6595,56.5200,70.2395,163.5698
192.3206,56.8401,70.5727,162.7170
191.4852,58.2867,73.8860,159.7206
192.9099,58.6372,74.0424,159.0086
194.2433,62.0830,71.5982,158.5663
193.6531,68.2058,71.6264,156.8454
193.5928,67.8631,72.2649,155.5222
193.1147,72.8002,74.3981,153.1592
190.4156,76.7030,74.0862,152.3002
191.3926,79.5718,73.3713,149.6514
192.7381,81.2968,75.3690,146.4395
193.9588,81.0730,77.3874,143.9246
196.3348,84.2622,77.1155,143.3617
196.6481,86.9416,76.2288,141.3369
197.3252,85.2692,76.0077,140.6603
196.4825,88.6328,74.7967,140.4790
194.2470,85.2367,76.1066,141.2483
195.8012,86.9893,76.3514,141.1676
196.1068,85.2871,77.6586,141.8978
198.4251,83.1541,79.2208,142.4876
196.7973,84.1272,82.0470,142.3396
194.9467,81.2127,83.7225,141.7450
195.9839,81.0214,85.5144,141.4156
197.3386,83.2487,87.2784,139.4870
199.1326,83.8880,87.9492,139.4852
197.5497,81.0321,89.2588,141.0883
199.6481,77.7228,89.4974,143.7577
200.2582,75.5885,89.4332,145.6124
202.0013,74.8989,88.0308,148.2788
200.4735,72.1430,86.2781,150.0399
198.6104,68.5471,85.3080,151.0076
199.6294,65.8896,83.4984,152.3696
199.3259,63.7124,81.6223,153.9002
203.4353,60.3451,76.4551,158.4481
205.9953,58.0840,72.7028,162.1633
206.1762,54.7786,70.6284,164.5060
208.5792,55.0063,67.9205,165.6761
207.1285,54.9319,66.8249,167.0908
206.5925,53.0230,66.0637,169.0705
207.5038,49.2807,65.4625,169.5369
206.6638,51.1109,63.9628,168.1349
204.8108,50.7951,63.2589,166.8531
204.7656,49.6795,62.3068,166.5682
202.3504,49.2904,63.2922,166.3508
202.8198,50.0284,63.3120,166.5395
204.7087,48.5913,63.7749,166.4262
206.4388,46.7432,63.3827,167.6401
206.1075,48.6505,64.3797,167.6333
