1
324.5992,85.2359,332.0126,124.2781,261.6207,137.6441,254.2073,98.6019
326.1084,91.7063,331.2411,129.0959,259.6367,138.9255,254.5040,101.5359
326.9884,94.4025,331.6223,132.8771,263.6719,141.0610,259.0380,102.5864
328.2642,98.0389,332.3074,134.6245,264.6528,142.1013,260.6096,105.5157
330.0326,99.7752,332.9046,136.8028,258.1297,142.6027,255.2576,105.5751
338.3507,101.6996,341.1056,138.4581,257.1393,144.7511,254.3844,107.9926
334.2900,103.0010,337.6439,140.4206,264.4374,146.9821,261.0834,109.5626
330.7219,104.3538,333.7491,141.4493,253.5136,147.9969,250.4864,110.9014
326.8932,104.3620,330.5145,140.3734,249.2930,148.5410,245.6718,112.5295
324.8134,104.7167,327.9115,142.8998,248.7820,149.3203,245.6838,111.1372
322.1746,104.8434,326.7693,142.8458,254.2099,151.6186,249.6153,113.6161
319.5764,103.5147,325.6261,142.0837,252.6649,153.5280,246.6152,114.9590
316.1662,101.6191,325.7032,139.9801,257.9002,156.8368,248.3632,118.4758
316.5209,100.5419,324.8326,137.9468,252.3754,154.0475,244.0636,116.6426
315.6249,98.3406,325.3460,134.8511,253.5484,153.9676,243.8273,117.4570
314.7516,96.6318,325.7076,132.9409,254.2940,154.4895,243.3380,118.1804
311.9707,95.4774,324.1365,132.9580,255.1593,155.3474,242.9934,117.8668
311.1339,97.0654,321.1917,130.5198,251.4010,151.5018,241.3432,118.0475
309.6326,95.4665,319.9391,126.2371,252.2557,148.9073,241.9492,118.1367
309.3405,92.4117,322.2965,129.3523,256.0548,152.5851,243.0987,115.6444
308.6484,90.9169,320.9588,127.2969,257.5721,148.7460,245.2616,112.3660
305.4480,90.4167,318.6928,125.5890,258.9961,148.0689,245.7513,112.8967
304.6565,89.2966,318.1360,125.1456,255.4011,148.7345,241.9216,112.8855
300.5641,88.5639,316.1683,124.3087,257.7726,149.8010,242.1684,114.0562
299.2253,87.1163,312.4801,124.4213,252.0288,145.9002,238.7740,108.5951
298.2902,87.0928,311.5065,124.3575,254.3530,144.6275,241.1367,107.3628
297.4401,85.7990,309.3855,124.1632,251.4070,142.2159,239.4616,103.8516
296.5022,83.6569,309.1280,121.5704,250.7631,141.0068,238.1373,103.0933
294.1900,82.0357,307.7915,117.3513,251.1419,139.1695,237.5403,103.8540
291.9998,78.9796,305.1387,120.2983,248.6226,138.2697,235.4837,96.9511
289.2970,78.4338,299.5926,119.6035,242.6055,133.8547,232.3099,92.6850
286.4208,76.4769,299.3379,117.2184,243.8099,134.8235,230.8928,94.0821
280.6237,74.6145,298.4538,111.7935,246.9902,136.4741,229.1601,99.2950
273.8982,70.1044,296.9522,108.2300,248.0340,137.8101,224.9800,99.6844
275.9307,73.4821,296.0842,112.9063,244.7077,139.1698,224.5542,99.7457
272.9070,70.7307,293.2798,114.7026,240.8311,139.0028,220.4583,95.0309
269.6801,69.4662,293.0457,114.3272,240.5857,141.6508,217.2200,96.7899
271.5551,78.3604,291.9980,113.7777,240.8741,143.2866,220.4312,107.8692
270.3914,79.0162,292.0576,112.1547,242.2223,144.7375,220.5561,111.5990
270.8145,80.2147,291.4392,115.5282,239.4285,145.9048,218.8038,110.5913
266.4881,79.8667,292.2527,108.1946,247.1300,149.2343,221.3654,120.9064
267.1125,84.4147,290.1635,106.8952,248.8816,149.2247,225.8306,126.7442
265.1888,83.5538,290.7071,106.0259,251.2879,150.7886,225.7696,128.3165
261.5017,80.1272,289.7296,100.2784,254.2299,150.0063,226.0021,129.8550
258.8978,79.8584,288.6541,97.7615,255.4491,152.9508,225.6928,135.0477
249.0972,82.0948,282.5794,91.5006,266.3198,149.3804,232.8376,139.9746
247.5459,79.9057,280.9738,86.0059,269.8659,146.8750,236.4380,140.7748
249.2749,79.3242,282.7499,86.7727,270.3345,142.5699,236.8595,135.1214
249.1819,77.9450,282.6112,83.5579,272.5127,143.7028,239.0833,138.0898
246.7186,80.1061,280.3557,82.9846,275.4739,140.0302,241.8368,137.1516
247.6939,79.3123,282.7242,85.5965,273.1001,139.2452,238.0698,132.9610
245.5259,79.9903,281.6428,84.9159,274.2878,138.8460,238.1709,133.9204
245.9437,80.2101,282.3961,84.2948,276.3038,138.6622,239.8514,134.5774
246.4784,80.7920,282.7672,85.7826,275.6078,137.8414,239.3190,132.8509
246.8263,80.9196,283.3318,86.2462,275.4086,140.5470,238.9031,135.2203
245.1953,81.0370,282.2469,85.5304,275.6747,139.7234,238.6232,135.2301
244.6214,80.7083,282.8488,85.9967,275.4385,139.5620,237.2112,134.2736
246.1268,80.5794,282.1596,86.2434,273.6373,140.4604,237.6045,134.7964
243.7406,84.9985,283.9417,89.4764,278.2773,140.3297,238.0762,135.8519
243.4369,86.9111,282.7974,89.2520,279.7630,140.2742,240.4025,137.9334
244.6883,87.7278,284.9824,90.5394,281.3748,142.2400,241.0808,139.4283
246.4995,88.1874,284.8364,92.2360,279.5902,141.9134,241.2533,137.8648
247.3569,88.4478,284.8048,91.9668,279.9296,143.8472,242.4817,140.3283
245.6192,90.7313,285.4864,93.4514,282.1255,142.7088,242.2583,139.9886
248.2185,88.7520,286.2117,93.7635,279.7293,142.9078,241.7361,137.8963
252.9795,88.5658,290.2805,99.3829,276.9744,145.2666,239.6735,134.4495
